Price,Avg Area Income,Avg Area House Age,Avg Area Number of Rooms,WaferId,MyCol,MyCol2,Area Population
333160.9943,54204.81112,4.9464429,5.05618974,4671-01,,X,39735.06871
334485.1931,51634.79805,5.417913991,4.891429666,4671-01,,X,18998.85516
340605.2113,55472.65483,4.822147136,5.855972309,4671-01,,X,15353.95643
353240.0547,65913.86161,4.85783342,5.35501255,4671-01,,X,12450.57847
357250.6878,58197.79789,5.060567635,5.365198871,4671-01,,X,16253.23867
365929.5973,58342.36779,4.511914596,5.525397641,4671-01,,X,19056.04394
369433.355,61194.47959,3.711992007,7.091023791,4671-01,,X,28667.14051
377618.9699,47018.06711,5.286433379,6.767379403,4671-01,,X,23925.62147
378466.4202,45914.204,5.985709726,5.799201196,4671-01,,X,32699.19501
383020.8277,48091.9974,3.749314681,5.326505509,4671-01,,X,42693.3202
385678.1667,51218.67826,4.864411174,6.609634039,4671-01,,X,21091.58744
390948.45,50337.0675,4.853507878,6.241565368,4671-01,,X,32299.06465
393639.074,56851.99571,5.441991594,5.853657264,4671-01,,X,23915.56442
395440.2022,71721.42138,2.683042903,7.583527004,4671-01,,X,10704.82191
395523.2461,54465.74737,5.754171633,6.375873463,4671-01,,X,7234.963521
395901.2501,39653.77003,5.205089397,6.951617257,4671-01,,X,40275.59933
398909.5099,50847.11311,4.973274168,5.355861176,4671-01,,X,34763.70381
401148.5688,38734.00522,5.641761883,6.297907807,4671-01,,X,38890.89276
404643.6022,51962.16124,5.510917604,6.977103332,4671-01,,X,17403.09075
404976.3659,52202.85372,4.869306181,4.414380866,4671-01,,X,42165.81246
407718.9382,65866.45257,3.816094456,6.643552,4671-01,,X,19069.96559
412057.4401,48829.17271,4.073407375,6.614586413,4671-01,,X,32451.07196
412269.2034,66469.36947,4.663863395,6.117542391,4671-01,,X,22670.60862
414165.2204,48510.91013,6.410976784,4.729553626,4671-01,,X,31451.09301
414571.2229,65016.22381,2.644304186,8.306304082,4671-01,,X,15902.58202
420122.9995,58198.03231,4.404481479,5.596535837,4671-01,,X,14226.93802
426100.4805,51026.01921,4.868855426,7.204504545,4671-01,,X,23853.4987
426906.1829,45530.76804,5.402340617,7.069743706,4671-01,,X,31000.29904
430088.2507,53029.35326,4.29185583,6.74487309,4671-01,,X,34472.30374
433247.1566,63787.53635,4.643253525,6.007780226,4671-01,,X,22449.534
437146.0204,60945.7218,4.781651489,5.628334764,4671-01,,X,34162.95673
437436.1382,54341.1538,3.753906833,7.157119845,4671-01,,X,30542.21225
440585.0294,59420.35326,4.607793092,5.763787958,4671-01,,X,20691.47878
449331.5835,35608.98624,6.935838866,7.827588622,4671-01,,X,20833.00762
449728.101,49211.35973,6.376043795,6.13548984,4671-01,,X,21182.08128
450307.0174,51874.09569,5.611454839,7.001947254,4671-01,,X,26197.83908
452530.1767,42814.99304,5.247613113,6.0809811,4671-01,,X,41426.38977
454055.6559,49775.40595,5.305107848,6.178535053,4671-01,,X,23557.36165
454234.3344,72836.80988,4.047392572,5.167324385,4671-01,,X,16988.93738
456019.1712,46800.37259,7.154695334,4.513353831,4671-01,,X,29587.13853
459446.4193,51621.33042,5.073320657,6.015495165,4671-01,,X,18194.12155
461473.5665,59788.21893,4.658987164,6.189798583,4671-01,,X,15036.26809
461912.2443,62635.25992,4.373086649,6.571056558,4671-01,,X,24348.02587
465499.8081,49736.14209,5.114685293,6.956719193,4671-01,,X,24032.24785
469016.2478,54259.47605,6.064384805,5.4917461,4671-01,,X,26482.16068
469262.8156,43526.81459,6.11901907,6.274272191,4671-01,,X,39760.2064
470008.1382,59314.78848,4.950181397,5.857573046,4671-01,,X,21881.93267
476006.4445,47266.34392,5.414565601,5.379363225,4671-01,,X,33421.95541
476971.4559,62639.15981,5.550184071,5.457060935,4671-01,,X,27812.68591
479500.5568,52723.87656,5.45223743,8.124571089,4671-01,,X,14802.08844
481391.6433,54890.1033,5.289803667,5.532091955,4671-01,,X,32642.03744
482689.7034,60757.31681,4.921578679,6.205327517,4671-01,,X,29017.40872
483458.5483,46361.58327,4.406831198,7.95998257,4671-01,,X,37548.2649
483986.109,58708.41716,5.083861036,6.262825884,4671-01,,X,15969.92604
485533.6804,64713.5958,5.564458297,5.670991666,4671-01,,X,13385.42245
490338.6033,66989.50469,4.842496119,6.448918788,4671-01,,X,6821.950228
491085.826,51797.30318,4.69282127,7.373720468,4671-01,,X,30640.17617
491907.7944,64536.01498,4.593827121,4.980219473,4671-01,,X,33346.40362
492984.5947,55415.24226,5.639293226,4.632910723,4671-01,,X,24291.11191
493350.0312,49740.18209,4.748619773,6.756554547,4671-01,,X,25545.92394
494609.0334,45750.49358,4.814478444,6.349176252,4671-01,,X,39692.76316
494742.5436,41007.45867,5.305041691,6.033643138,4671-01,,X,39526.56631
496359.9708,58511.34988,4.020978811,6.807077577,4671-01,,X,28270.43444
497368.0368,50016.42882,5.584992599,5.662718229,4671-01,,X,29559.22607
497579.4466,44806.00516,4.494570528,4.725325117,4671-01,,X,57390.89007
499548.0114,55557.74019,5.837854879,5.87001334,4671-01,,X,19220.93319
502553.0522,58276.58119,4.363524182,5.847510742,4671-01,,X,31457.04285
503065.5056,44247.14904,6.453832512,6.166052316,4671-01,,X,22011.94593
508951.5669,53080.44345,5.474835964,6.365536271,4671-01,,X,23763.19723
509499.589,40581.77809,4.16982037,7.415416068,4671-01,,X,48820.23026
512252.8035,59047.80268,4.954121475,7.533733419,4671-01,,X,26365.14509
513215.9882,42822.3111,6.612989198,4.993759778,4671-01,,X,29670.20231
517937.5895,64900.19793,5.30506935,7.260436972,4671-01,,X,21815.48888
518831.4706,66626.53964,4.623909764,6.335303102,4671-01,,X,20257.79036
520217.893,64354.77327,4.312952153,6.329670664,4671-01,,X,25495.35594
522638.9989,68060.44391,4.067074053,6.737805234,4671-01,,X,19270.93113
524712.7661,53128.18545,5.180664125,5.426902859,4671-01,,X,32947.71196
527749.4039,52207.44393,5.273512348,7.451826651,4671-01,,X,21095.58569
528485.2467,61929.07702,4.788550242,5.097009554,4671-01,,X,24595.9015
529282.0844,40185.73389,5.949763033,5.753579051,4671-01,,X,37766.66757
530613.7956,55585.64563,4.996862658,6.7121297,4671-01,,X,27042.63172
530764.6725,46926.37115,4.842152843,5.183636552,4671-01,,X,53820.13278
533386.7712,53617.29644,5.767539241,6.704845785,4671-01,,X,24737.4971
534077.4555,59030.17255,6.157624922,5.300798456,4671-01,,X,22803.09971
534305.1323,50218.70846,6.118808131,7.333554072,4671-01,,X,16810.78331
539483.3966,39411.65279,4.385844659,7.047435339,4671-01,,X,45851.3983
541953.9057,45347.15068,5.521608814,7.088619391,4671-01,,X,31335.59502
542596.9895,49563.54454,5.221901667,8.217406932,4671-01,,X,23819.28222
544320.6881,45353.13038,5.154344783,7.429265093,4671-01,,X,33340.2888
547794.5712,62970.72143,5.529295392,6.596973061,4671-01,,X,14241.24877
547918.3264,43940.87136,7.243933002,6.657964505,4671-01,,X,23999.07857
549167.9399,51510.69878,5.637955685,6.65576281,4671-01,,X,31773.2889
549947.2482,62072.07255,4.431744948,6.992438008,4671-01,,X,23853.96781
549976.1456,49408.19834,5.825920476,5.831738973,4671-01,,X,26881.1306
552279.214,59154.68474,4.486941357,5.936286875,4671-01,,X,26567.50608
552585.3541,53630.31681,3.446131154,7.048169832,4671-01,,X,43358.5705
553077.2126,53306.92214,4.632267718,6.194794325,4671-01,,X,39063.33871
554253.054,65672.20442,4.267647438,6.122157594,4671-01,,X,34640.72237
554702.6802,67186.26237,6.369107047,4.393191978,4671-01,,X,16292.53215
555504.1478,59375.18699,4.610727816,7.56795346,4671-01,,X,20794.8215
555755.6568,77540.89419,3.004716836,6.530857667,4671-01,,X,21671.51414
555811.4067,50189.1408,6.925375603,5.1947819,4671-01,,X,35043.81895
556839.6371,62968.65071,5.293690102,5.457161866,4671-01,,X,24554.56252
557228.7842,41064.87217,5.087521122,7.09989855,4671-01,,X,37600.68728
557362.2043,62566.56264,4.937434807,6.346327564,4671-01,,X,29365.60761
560598.5384,40752.71424,5.507106334,6.503331288,4671-01,,X,41565.02608
561703.7697,59453.3183,5.515336829,6.271344624,4671-01,,X,26601.9215
562839.4687,59048.75219,5.847588383,6.5851681,4671-01,,X,14520.60532
565680.5528,53510.24435,6.033123439,5.61579805,4671-01,,X,22977.91539
565732.8175,55897.31438,3.995153644,7.705864803,4671-01,,X,31094.11082
565937.2006,55340.60874,5.231696666,5.614293707,4671-01,,X,34112.97062
566645.8578,54028.10097,5.176103252,6.188016884,4671-01,,X,31319.53603
566848.7321,59695.57147,5.44538285,6.032795265,4671-01,,X,20702.80267
566896.2123,47065.0533,5.76757471,7.266027597,4671-01,,X,24125.87581
568703.1838,57477.95076,5.405444821,7.207172822,4671-01,,X,23649.96887
568842.5356,68953.48361,5.16799482,6.946762926,4671-01,,X,13008.4873
568977.0728,58469.9122,5.408899965,4.807387458,4671-01,,X,33547.98482
569876.7749,53847.54969,5.400851894,6.063734592,4671-01,,X,23852.69496
573434.6642,49220.03779,5.396988245,6.110021469,4671-01,,X,46981.9261
575694.1732,61808.02739,4.081277465,5.802756598,4671-01,,X,40774.67977
576356.0319,45862.13138,5.453673165,5.128000604,4671-01,,X,40339.03535
576387.1752,58068.9055,5.443883946,6.263176695,4671-01,,X,29519.88477
577104.8149,56743.57798,5.251342071,5.129120552,4671-01,,X,23889.15663
577168.2739,53178.53949,5.708825279,7.985189404,4671-01,,X,28706.98875
578142.4703,69413.6134,3.1188017,5.372992296,4671-01,,X,43722.51676
578161.4955,72531.1338,4.661801761,6.498815201,4671-01,,X,15167.41107
578309.0862,52540.7971,5.376432519,7.387603517,4671-01,,X,32090.23024
578396.2215,69799.54988,3.634897423,6.641108664,4671-01,,X,17217.21682
578593.5339,57889.32984,5.076125193,6.609567161,4671-01,,X,27588.35585
579585.698,66273.74016,4.972758566,6.973151031,4671-01,,X,12950.56691
579710.1098,57876.99536,3.485869967,5.961239759,4671-01,,X,36800.46042
581134.9649,49664.26757,4.501301565,5.737675859,4671-01,,X,29403.51206
581200.0967,48537.08397,6.802426876,6.740965492,4671-01,,X,18691.31046
583016.7919,55250.11036,5.560995921,6.105253614,4671-01,,X,22912.06692
584061.2474,60960.46354,3.696844062,7.768933628,4671-01,,X,28171.98501
585440.4314,49160.30411,5.078184036,7.992645043,4671-01,,X,28382.70669
585531.2381,54841.76459,5.25491668,5.66365786,4671-01,,X,31196.47801
585608.6326,70805.61068,4.443728924,5.809147306,4671-01,,X,29268.82674
586381.5473,60904.45073,4.035776603,6.476941994,4671-01,,X,33078.14996
587007.8442,66678.06217,3.90784119,7.496088659,4671-01,,X,23031.17032
589352.3954,48406.77931,4.499700732,7.776597852,4671-01,,X,43535.9315
589969.6429,57838.74463,2.797619027,7.932947104,4671-01,,X,37771.43326
590199.1722,54440.88886,7.149511558,4.827542873,4671-01,,X,20980.73039
592223.2631,59911.05461,5.552035774,6.223772512,4671-01,,X,30865.01872
592397.7261,59200.25436,4.925351457,6.109934625,4671-01,,X,22926.43546
592512.4283,56349.97492,5.412044153,6.694668419,4671-01,,X,31048.99083
593766.1848,56103.917,4.725540703,4.129733361,4671-01,,X,41330.60856
594816.9325,49854.39272,4.516853632,7.778314002,4671-01,,X,27402.70803
596350.3507,60717.39827,4.409209199,5.303686666,4671-01,,X,42891.59894
599504.0193,36100.44423,5.778489499,5.497449839,4671-01,,X,44901.85734
601007.3512,44328.2563,5.644951798,6.813808755,4671-01,,X,20820.24137
601973.0017,44731.1098,4.188658329,8.942797164,4671-01,,X,39633.47304
602209.575,48498.14027,5.127825655,8.737025149,4671-01,,X,30749.64439
603374.0391,48507.31369,6.1697979,5.860989362,4671-01,,X,36395.8883
603714.7886,56586.12999,4.939216005,8.062721575,4671-01,,X,19540.90757
605073.4908,56849.22111,4.043752332,6.78153687,4671-01,,X,43522.68518
605963.7068,46662.76966,5.27094359,7.380853392,4671-01,,X,25769.64585
606191.8669,64427.37437,4.751360343,6.394383439,4671-01,,X,25653.68792
606863.1415,60317.77699,3.516437566,7.033852224,4671-01,,X,32276.03427
607249.4233,48640.10361,3.664293785,8.609397578,4671-01,,X,33381.23866
607858.9912,60308.91266,3.686286995,7.294096424,4671-01,,X,35971.47013
607873.7728,59933.13799,5.4688135,6.457118896,4671-01,,X,28593.00921
608794.2467,63027.67471,4.855968121,5.580905937,4671-01,,X,35991.72064
609402.7753,56588.23692,4.931603874,5.230451274,4671-01,,X,38132.46448
612211.5924,65051.21627,4.357995066,6.077607451,4671-01,,X,25191.40739
612938.7145,50570.86481,5.828142871,4.85142302,4671-01,,X,40580.09229
613370.8511,44180.46084,7.116575231,6.902485454,4671-01,,X,30809.96748
613788.322,59865.76866,4.640264287,6.388986061,4671-01,,X,30905.0153
614700.7371,59777.37269,4.681452167,5.709652814,4671-01,,X,37836.51782
615055.6758,45557.52393,5.572560892,8.010396904,4671-01,,X,35042.99537
615144.8986,46135.24786,5.656343486,7.303474997,4671-01,,X,39232.22491
615506.8011,54850.74177,4.615917911,5.548139816,4671-01,,X,38390.67149
615555.4936,63082.49301,5.647698012,5.60075524,4671-01,,X,19151.02123
615568.1134,62450.62899,4.141508415,5.853322091,4671-01,,X,41190.20808
616056.96,53641.31029,4.50962279,7.728757647,4671-01,,X,36472.17905
616738.2083,60377.60711,3.987009788,7.035223614,4671-01,,X,29114.28814
617157.9103,48692.97596,4.597834172,6.25906992,4671-01,,X,36239.39412
619087.6936,58097.84182,6.386347996,6.144038119,4671-01,,X,19903.00008
619407.4863,70125.76584,5.051254333,4.765903084,4671-01,,X,22063.21062
619664.2512,60437.72266,5.102177023,5.66960027,4671-01,,X,30461.70341
622449.6452,65124.65602,4.886833901,6.370539309,4671-01,,X,19161.7809
623181.1348,57316.0426,5.105172149,6.986446484,4671-01,,X,26121.14462
623721.613,52868.32302,5.823225673,3.969631652,4671-01,,X,41849.05508
624244.9444,55306.91147,5.830789449,6.693980074,4671-01,,X,32446.99907
624432.966,83729.79177,4.403196998,5.213234052,4671-01,,X,12906.25485
624482.7636,44088.27418,7.557642673,5.581040692,4671-01,,X,31032.9203
625880.7321,67026.44049,5.622596911,5.560293965,4671-01,,X,27677.88278
625990.3004,44998.64018,5.478390528,6.955787865,4671-01,,X,37553.85791
626020.1695,58161.03741,5.601193113,6.256982113,4671-01,,X,29453.22687
626085.933,66407.24047,4.473980878,5.345303337,4671-01,,X,31395.12172
627650.4026,52138.02993,5.00619309,6.675861804,4671-01,,X,32689.84966
627733.7434,60846.61849,4.072354843,7.666556488,4671-01,,X,28172.06528
628870.3456,53793.28059,4.567450436,5.193259488,4671-01,,X,37683.74582
629657.6133,43241.98242,6.435396063,6.699122661,4671-01,,X,29478.53124
630943.4893,59982.19723,5.040554523,7.839387785,4671-01,,X,26354.10947
631656.4746,61056.14543,4.144291525,8.460093805,4671-01,,X,18606.65904
631712.7238,59167.6354,4.187031549,6.039377817,4671-01,,X,39496.12756
633875.9302,57925.0447,3.214868146,6.988817742,4671-01,,X,43867.84454
634218.4408,57576.05395,4.242603158,6.514580265,4671-01,,X,28653.59471
635419.3652,59114.19611,4.564544215,5.776330341,4671-01,,X,40488.33348
635429.2305,70850.1305,5.333909302,5.487903073,4671-01,,X,14731.96976
635530.8449,74385.1379,3.613225369,6.079272302,4671-01,,X,20951.34787
636506.0006,58615.1456,4.791109049,5.712521056,4671-01,,X,40187.32733
637189.9594,61478.63393,4.269445989,6.231330171,4671-01,,X,36837.81793
637951.9056,80284.99543,5.029474722,4.049320548,4671-01,,X,23457.1264
639366.3656,55733.28683,5.827722644,5.755619902,4671-01,,X,25676.38955
639471.7361,62926.70115,6.500168689,6.411871045,4671-01,,X,6248.75608
641484.2385,51846.2825,5.022635609,8.072516313,4671-01,,X,24284.88173
642646.439,64201.50317,5.17468109,5.220126532,4671-01,,X,23252.16459
642809.9667,66047.05353,3.862416923,7.955934585,4671-01,,X,26534.6979
642855.1696,52022.15897,5.523318653,6.377634867,4671-01,,X,31320.91642
642862.7138,50316.88697,6.877123174,7.238912329,4671-01,,X,25201.55049
644142.4757,50442.26643,4.76799751,7.248287754,4671-01,,X,33439.80668
646198.2245,47634.19218,4.005731084,6.784131099,4671-01,,X,51505.71168
646248.1834,57191.89561,6.10770305,6.077955688,4671-01,,X,21518.52517
647691.8352,58765.0402,5.506579633,4.882380596,4671-01,,X,30997.43904
647982.6536,55306.14197,6.125857494,6.410318199,4671-01,,X,32142.94735
649223.5061,56348.35334,6.336786948,4.891681432,4671-01,,X,23476.9736
650939.2067,55076.07222,5.955041901,6.499696377,4671-01,,X,23794.95178
651787.9705,73659.10345,4.662016527,5.080215169,4671-01,,X,39575.38909
652752.9727,43531.85659,6.451254749,6.885661622,4671-01,,X,37388.8526
652991.1054,55516.65717,5.379114401,5.73259326,4671-01,,X,40537.09648
656971.5307,61504.26463,4.503692824,6.641016366,4671-01,,X,24804.65731
657169.3042,51967.23585,5.592888618,7.105833643,4671-01,,X,21454.19944
658644.617,50881.91067,5.384138327,5.122241484,4671-01,,X,35777.29469
658646.1847,52446.26686,5.694610808,7.429639244,4671-01,,X,32934.5532
660364.9813,69513.53892,4.122901533,7.641107312,4671-01,,X,14054.05343
661043.3565,51918.54687,5.892496999,6.708809212,4671-01,,X,24734.40652
662630.3439,55930.14482,5.538518713,6.586596188,4671-01,,X,24898.73888
663128.8401,68709.27916,5.118864117,6.449323694,4671-01,,X,16668.26686
663732.3969,50593.6955,4.496512793,7.467627404,4671-01,,X,34343.99189
664298.9713,64675.75114,4.367778621,5.52781326,4671-01,,X,36376.48857
664465.331,40748.65309,6.250398044,5.586794442,4671-01,,X,46643.15684
664978.8738,66252.14479,5.238126269,5.709671826,4671-01,,X,33656.23096
665160.0759,46517.17527,6.326332927,7.570722638,4671-01,,X,26452.36789
665266.9766,72922.51128,3.455060765,5.785358397,4671-01,,X,23533.52148
666745.6714,58367.69006,5.676386932,6.219390711,4671-01,,X,28800.90988
667428.2537,59467.85738,3.951706343,7.427763731,4671-01,,X,36436.49233
668183.5099,48283.3606,5.678625645,7.630982261,4671-01,,X,15781.56728
668255.4804,49424.26712,7.05347343,5.110956386,4671-01,,X,18656.64243
670063.0223,67650.25779,5.953714976,4.675286127,4671-01,,X,28532.70982
670356.8953,53330.64761,5.417393941,5.721618516,4671-01,,X,32317.23112
670734.674,55317.2039,4.970859464,7.145445356,4671-01,,X,42317.89529
671343.9418,60805.1033,4.170949099,7.347941423,4671-01,,X,31185.88333
671661.7134,46952.22944,6.061124984,5.728597316,4671-01,,X,31628.22805
671671.7145,58521.89628,4.750535737,6.854174621,4671-01,,X,44423.49869
671802.0395,52642.47988,3.921476794,7.164072584,4671-01,,X,50133.01508
671960.6449,51195.89533,5.9914286,7.044419781,4671-01,,X,30028.62167
673225.1119,64896.62337,5.746925014,4.713907065,4671-01,,X,33201.07787
673571.346,59886.41854,3.443457952,5.724607393,4671-01,,X,54546.82652
674197.852,56983.90282,6.04484346,6.638223174,4671-01,,X,27207.32169
674657.9107,52046.54354,5.821221323,5.580975022,4671-01,,X,41715.54558
674817.5428,46991.78622,5.146227225,6.722626328,4671-01,,X,33234.57083
675489.7527,55456.77324,5.805462291,5.340590655,4671-01,,X,37009.33602
675536.3915,69031.90888,5.779976246,5.501755138,4671-01,,X,15660.40301
675919.6816,46062.75427,7.840108149,6.215335957,4671-01,,X,28288.33249
676377.6614,49500.17911,5.900200398,7.514610864,4671-01,,X,25186.53741
676738.7155,55707.35382,4.416729235,6.756375842,4671-01,,X,22588.57754
676970.6909,45781.23446,5.457036915,5.892084942,4671-01,,X,34660.18308
676979.7154,71232.91398,4.235712056,5.800259721,4671-01,,X,31088.89017
677277.5966,44206.21021,6.358367103,7.304254283,4671-01,,X,23033.54833
677772.3453,61544.58347,2.922736153,7.791619771,4671-01,,X,30699.38605
677988.2555,55289.10814,5.675773582,7.217068019,4671-01,,X,30773.25899
678587.2437,45520.55049,6.032244547,7.683664419,4671-01,,X,20070.2313
678721.8842,61249.56709,4.177550251,6.395309807,4671-01,,X,30288.69855
679228.9927,76907.23816,5.205508259,6.462700239,4671-01,,X,21658.40932
679373.4015,65017.74563,5.000504143,5.945759611,4671-01,,X,26910.32075
679627.5956,72951.26067,4.995845757,5.843207841,4671-01,,X,24998.97158
679922.2521,53917.87223,3.824204216,7.360601848,4671-01,,X,44916.2914
680418.724,42940.13894,4.238065602,7.812724696,4671-01,,X,45709.11709
680982.7688,48662.29928,6.310493215,7.195635471,4671-01,,X,29002.0961
681089.9189,51391.64435,5.559525611,6.903848074,4671-01,,X,28063.71796
682200.3006,41533.01296,6.853578269,5.055628639,4671-01,,X,31685.40269
682632.8049,69361.55772,5.112168913,5.762404548,4671-01,,X,30184.88001
684049.9193,70608.37229,4.438005316,7.281183442,4671-01,,X,24387.6079
684257.1111,57688.27414,6.270998661,6.604815126,4671-01,,X,19900.00005
685123.1393,52801.97917,5.869786444,6.175532974,4671-01,,X,21518.04492
685355.4168,62317.08735,4.333489184,5.575276373,4671-01,,X,36075.80579
685503.9903,53112.27806,5.138651815,6.325363471,4671-01,,X,40367.38387
685775.598,64494.63891,6.062808648,6.221737238,4671-01,,X,17476.83196
685880.3213,53902.93487,5.357426598,8.59775984,4671-01,,X,21075.50992
685922.3852,59037.60924,5.206138943,7.701775148,4671-01,,X,26234.10954
686644.6104,51156.73943,5.594270942,6.976381319,4671-01,,X,25753.28312
688479.2926,68246.92783,3.907090367,7.175401501,4671-01,,X,24553.45987
689155.5684,60610.61064,4.019356939,5.539636424,4671-01,,X,49512.90932
690958.5497,67920.17995,5.639266508,7.160643652,4671-01,,X,15800.74846
691318.2401,44439.87401,5.604261416,7.824070198,4671-01,,X,37934.96743
691854.921,50343.76352,6.027467991,5.160239504,4671-01,,X,27445.87674
691941.3966,65068.55453,4.710401083,6.455829823,4671-01,,X,29647.56431
692229.4655,72752.21639,5.203791107,5.577942463,4671-01,,X,29034.31996
693566.7573,55631.29777,5.349931577,5.768682534,4671-01,,X,30884.45099
693681.0044,69436.14216,3.715277954,7.671624312,4671-01,,X,30884.95551
693931.5015,48147.87075,5.972172601,7.877403593,4671-01,,X,32050.57593
694472.1081,69489.40343,3.394290808,7.861659356,4671-01,,X,28389.5975
695152.1733,62382.46126,6.179205325,6.732639864,4671-01,,X,14347.01941
695386.331,60316.79073,4.308730208,5.564352875,4671-01,,X,33831.89363
696014.4677,39777.60691,5.804627226,7.147718742,4671-01,,X,38725.4243
696040.1299,58661.5568,6.568708836,6.606602317,4671-01,,X,17467.94423
696139.2614,64311.30484,5.472331805,6.133704185,4671-01,,X,19420.43351
696467.1699,56402.54281,3.144894192,8.075308815,4671-01,,X,29689.69581
697212.3669,59756.1146,5.230819307,6.354214252,4671-01,,X,33516.79069
697656.5924,60041.20701,3.989950505,7.407572442,4671-01,,X,50637.87411
697840.5675,64608.22231,4.0570074,6.38247203,4671-01,,X,36947.25904
698457.6776,65907.94668,5.506412845,5.727202199,4671-01,,X,33303.5431
699222.8361,72490.81469,5.453652414,5.662264374,4671-01,,X,17981.45047
699323.2624,56225.55413,5.901931552,6.686709478,4671-01,,X,35245.74481
699787.319,71229.35796,4.850190809,6.978127664,4671-01,,X,27168.84219
700903.5639,62124.47544,5.030342162,6.724091038,4671-01,,X,20478.63044
701865.773,66197.49129,3.573485177,5.307994552,4671-01,,X,35919.85409
702321.7523,48418.25234,5.855530706,6.110107841,4671-01,,X,41513.39942
704375.8684,57311.55413,5.259292374,7.816294812,4671-01,,X,21976.64612
704698.3621,45073.89518,8.333101975,4.635161108,4671-01,,X,38066.1613
704884.1544,53712.14081,4.229270472,6.875062831,4671-01,,X,31913.69653
705100.5116,57631.59791,5.651092761,4.960131756,4671-01,,X,33884.18379
705343.2561,60909.19392,5.341938622,6.765980272,4671-01,,X,25405.7821
705444.1168,54618.23625,6.002618021,5.757165087,4671-01,,X,40673.9221
706135.1446,53927.41281,4.528065613,5.675535153,4671-01,,X,37875.55012
707345.0624,67041.96766,6.021458006,5.346830442,4671-01,,X,15633.09905
708045.5749,61685.75604,5.1243934,5.604803419,4671-01,,X,36059.59997
709348.2237,76118.14064,5.285608709,7.434268576,4671-01,,X,9193.833182
710269.214,46646.71054,6.331878075,6.726795812,4671-01,,X,34006.8653
711499.2446,51580.09906,6.446352759,5.070184059,4671-01,,X,37511.33915
712228.4243,60224.65171,4.675940133,5.428846667,4671-01,,X,42182.86211
712285.8256,63629.84717,3.56367208,7.760263219,4671-01,,X,33517.68552
713615.8686,53594.89651,5.166734555,5.941448932,4671-01,,X,42653.86138
714142.2407,69376.19257,5.038331737,6.050791519,4671-01,,X,18226.17943
714148.4148,56143.78866,4.580122446,6.668979774,4671-01,,X,45084.03666
714166.3978,55952.68583,4.846976514,6.324806828,4671-01,,X,30758.27904
714706.4289,61881.16372,6.293585382,6.048295389,4671-01,,X,21397.4486
714822.5872,54648.28607,5.531123591,8.46138084,4671-01,,X,20270.54195
715460.4683,76161.63368,5.461126677,6.73812855,4671-01,,X,13801.92076
716316.4881,60930.18857,4.90741818,8.042243582,4671-01,,X,26165.66727
716344.6279,62399.28279,5.031460473,6.657811047,4671-01,,X,29409.21187
716771.0057,57122.22484,5.70765003,5.929733805,4671-01,,X,41972.77154
717213.2688,67217.48614,4.617497453,6.264975083,4671-01,,X,23999.75522
717273.1853,69654.35501,3.594830126,8.073847884,4671-01,,X,27022.75918
